,challenge,understanding,inclusion,leadership,work,work_from_home,rights,burnout,issue,fatigue,awareness,skill,communication,result,learning,mental_health,discrimination,tolerance,advocacy,acceptance,new_normal,accessibility,lockdown,anxiety,depression,home_schooling,job,support,workplace,training,productivity,career,diversity,rest,pandemic,project,permanent,role,policy,isolation,meeting,task,employment,fear,recovery,compliance,balance,coaching,empathy,head,social_distancing,goal,position,manager,overload,accountability,deadline,shift,problem,target,management,routine,growth,remote_work,stress,commitment,online_learning,remote_learning,quarantine,mastery,mentorship,harassment,accommodation,resilience,discussion,shutdown,regulation,boss,feedback,standard,partnership,loneliness,coordinator,performance,development,direction,difficulty,frustration,law,break,oversight,equity,director,hours,dedication,collaboration,reopening,cooperation,rule,contract,leave,responsibility,office,sensory_environment,telecommuting,unemployment,sensitivity,achievement,guidance,virtual_work,containment,pressure,hurdle,team_leader,promotion,objective,occupation,expertise,chief,officer,virtual_meeting,ethics,freelance,flexibility,output,interaction,profession,fairness,obstacle,vacation,home_office,stability,honesty,efficiency,schedule,integrity,milestone,adjustment,vocation,supervisor,time_off,temporary,reliability,leisure,teamwork,boredom,uncertainty,appraisal,furlough,supervision,workload,lifting,assignment,advancement,cubicle,synergy,guideline,competency,desk,administrator,relaxation,procedure,health_crisis,loyalty,economic_impact,confinement,downtime,overtime,restriction,subordinate,digital_workspace,punctuality,outbreak,job_loss,online_platform,flexible_schedule,workstation,virtual_collaboration
2023-02-15,1.0,12.0,19.0,4.0,20.0,,5.0,,8.0,1.0,35.0,,1.0,1.0,22.0,20.0,1.0,,9.0,8.0,,6.0,,3.0,,,3.0,27.0,12.0,7.0,1.0,3.0,24.0,1.0,,4.0,,1.0,1.0,,2.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,3.0,,,,1.0,,2.0,,,,,,,,,,,,6.0,,,,,,1.0,,,3.0,10.0,,,,7.0,1.0,,1.0,2.0,,,2.0,,,,,1.0,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,2.0,11.0,25.0,5.0,22.0,,1.0,,1.0,,17.0,,3.0,1.0,14.0,24.0,1.0,,2.0,8.0,,5.0,,4.0,1.0,,3.0,11.0,16.0,2.0,,7.0,13.0,,,4.0,1.0,3.0,1.0,,4.0,1.0,4.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,2.0,,,2.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,4.0,8.0,1.0,,,3.0,2.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
2023-02-18,2.0,2.0,10.0,,6.0,,6.0,1.0,1.0,,21.0,1.0,1.0,,8.0,15.0,1.0,,,9.0,,1.0,,2.0,,,,9.0,1.0,,1.0,,4.0,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,4.0,1.0,,,,,,,,,2.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19,1.0,4.0,8.0,,8.0,,5.0,1.0,4.0,,16.0,,,1.0,8.0,7.0,1.0,,2.0,14.0,,2.0,,3.0,1.0,,3.0,18.0,3.0,3.0,,2.0,5.0,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,2.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,2.0,9.0,12.0,2.0,27.0,,,,5.0,,23.0,,1.0,2.0,11.0,20.0,7.0,,4.0,16.0,,5.0,,3.0,,1.0,4.0,13.0,14.0,3.0,1.0,4.0,13.0,1.0,,1.0,,5.0,2.0,,2.0,1.0,4.0,2.0,1.0,,2.0,,1.0,1.0,,,,,1.0,,1.0,,5.0,1.0,2.0,,2.0,,,,,,,,1.0,,,2.0,1.0,,,,1.0,,1.0,,,2.0,5.0,,1.0,1.0,5.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,
2023-02-21,1.0,13.0,24.0,6.0,17.0,,2.0,4.0,2.0,,18.0,,3.0,1.0,10.0,22.0,,1.0,5.0,8.0,,1.0,1.0,1.0,,,3.0,26.0,15.0,5.0,1.0,1.0,14.0,1.0,,3.0,,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,3.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,,4.0,,1.0,,1.0,,,1.0,,2.0,4.0,,1.0,,4.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,2.0,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,1.0,14.0,15.0,8.0,21.0,,2.0,1.0,1.0,1.0,24.0,1.0,3.0,,23.0,17.0,1.0,1.0,5.0,10.0,,,,6.0,1.0,,1.0,30.0,15.0,10.0,,1.0,10.0,1.0,,2.0,,1.0,2.0,,2.0,,2.0,,,,,2.0,,2.0,,,1.0,,1.0,,,,3.0,,3.0,,1.0,,,,,,,,,,,,2.0,,2.0,1.0,1.0,2.0,1.0,,1.0,,4.0,,,,3.0,,1.0,,1.0,4.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2023-02-25,2.0,8.0,16.0,1.0,8.0,,3.0,,3.0,,23.0,,1.0,1.0,3.0,8.0,1.0,,1.0,6.0,,,,2.0,3.0,,1.0,12.0,2.0,5.0,,,11.0,,,1.0,,,2.0,,2.0,2.0,,1.0,,,,3.0,,1.0,,,,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26,1.0,9.0,3.0,,9.0,,2.0,,1.0,,9.0,,3.0,,8.0,19.0,1.0,1.0,1.0,6.0,,2.0,,2.0,1.0,,2.0,5.0,21.0,3.0,,1.0,5.0,1.0,,3.0,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,3.0,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,3.0,6.0,16.0,1.0,17.0,,1.0,,4.0,,38.0,,4.0,,11.0,36.0,2.0,,2.0,14.0,,4.0,,3.0,3.0,,4.0,38.0,25.0,12.0,,1.0,21.0,1.0,,1.0,,2.0,,,2.0,,4.0,2.0,,,1.0,4.0,,2.0,,4.0,,1.0,,,,1.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,2.0,4.0,,1.0,,1.0,,,,,,,,,,3.0,,,3.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2023-03-01,2.0,12.0,24.0,3.0,12.0,1.0,7.0,,5.0,,40.0,1.0,1.0,,18.0,19.0,,,4.0,8.0,,2.0,,1.0,1.0,,5.0,21.0,22.0,8.0,2.0,4.0,16.0,1.0,1.0,2.0,,,1.0,,,1.0,5.0,1.0,1.0,4.0,,3.0,2.0,2.0,,,1.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,,2.0,,,,,,,,,,1.0,2.0,,,,2.0,,1.0,,,2.0,3.0,2.0,2.0,,7.0,1.0,,4.0,2.0,,,,,,,,1.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,1.0,9.0,23.0,3.0,29.0,,2.0,,6.0,1.0,34.0,,4.0,,10.0,24.0,1.0,1.0,5.0,2.0,,1.0,,6.0,1.0,,2.0,29.0,25.0,10.0,2.0,1.0,30.0,,,10.0,,4.0,,,3.0,,3.0,,2.0,,,1.0,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,1.0,,,,2.0,,,,4.0,1.0,1.0,,,2.0,3.0,,1.0,,5.0,1.0,,1.0,1.0,2.0,,1.0,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-03-03,3.0,8.0,29.0,5.0,20.0,,7.0,3.0,6.0,,40.0,35.0,4.0,,24.0,24.0,2.0,,7.0,8.0,,7.0,,1.0,,,2.0,26.0,19.0,9.0,,5.0,30.0,,,8.0,,2.0,2.0,,2.0,,1.0,,2.0,,,2.0,3.0,2.0,,2.0,,,2.0,,,,3.0,,3.0,,2.0,,,,,,,,,,,2.0,4.0,,1.0,1.0,,1.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,,7.0,1.0,,4.0,3.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2023-03-04,3.0,4.0,7.0,1.0,22.0,,2.0,1.0,1.0,,13.0,,,2.0,4.0,13.0,,,4.0,4.0,,,,4.0,1.0,,,8.0,8.0,2.0,1.0,,8.0,,,4.0,,2.0,,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,2.0,,1.0,1.0,,,,,1.0,,,,6.0,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-05,1.0,12.0,10.0,3.0,8.0,,8.0,1.0,3.0,,12.0,,,1.0,6.0,10.0,,,5.0,5.0,,,,4.0,1.0,,,14.0,13.0,6.0,,2.0,7.0,1.0,,1.0,,2.0,,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,4.0,,,3.0,,2.0,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,2.0,10.0,24.0,7.0,20.0,,1.0,,4.0,,25.0,,5.0,,6.0,14.0,1.0,1.0,,10.0,,4.0,,8.0,,,2.0,20.0,18.0,10.0,3.0,8.0,23.0,,1.0,2.0,,,1.0,,2.0,1.0,2.0,,1.0,,,1.0,,2.0,,2.0,,1.0,,,1.0,1.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,5.0,,,,1.0,1.0,1.0,,,3.0,2.0,,,,3.0,2.0,,1.0,4.0,,,,,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2023-03-09,5.0,11.0,37.0,3.0,23.0,,8.0,4.0,4.0,,35.0,,2.0,1.0,25.0,24.0,1.0,,4.0,20.0,,3.0,,2.0,,,5.0,28.0,18.0,22.0,1.0,2.0,23.0,3.0,,5.0,,,,,5.0,,6.0,,2.0,,,,1.0,2.0,,,,,,,,,4.0,,,,,,1.0,1.0,2.0,,,1.0,,,,2.0,3.0,,,,,,1.0,,,4.0,2.0,2.0,,,3.0,1.0,,6.0,,,2.0,,,,,,1.0,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-03-10,1.0,9.0,39.0,2.0,30.0,,2.0,,2.0,,36.0,,3.0,,14.0,28.0,,,4.0,17.0,,1.0,,4.0,1.0,,7.0,71.0,16.0,23.0,,,27.0,2.0,2.0,6.0,,2.0,1.0,,4.0,2.0,7.0,,1.0,,1.0,1.0,1.0,3.0,,,,1.0,,,1.0,,4.0,,1.0,,3.0,,1.0,1.0,,,,,,,,,5.0,,,1.0,3.0,,2.0,,,4.0,5.0,,,,3.0,5.0,,3.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,,,,2.0,3.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2023-03-11,1.0,9.0,14.0,,11.0,,3.0,1.0,2.0,,14.0,,,,10.0,16.0,,3.0,1.0,6.0,,1.0,,3.0,,,2.0,49.0,5.0,1.0,,,13.0,3.0,,1.0,,3.0,1.0,,1.0,,3.0,,1.0,,,,2.0,,,,,,,1.0,,2.0,,,,,3.0,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,2.0,,,3.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12,4.0,8.0,17.0,1.0,12.0,,1.0,,,,15.0,,1.0,,10.0,11.0,,,3.0,7.0,,3.0,,8.0,1.0,1.0,6.0,36.0,7.0,1.0,2.0,1.0,10.0,3.0,,3.0,,,,1.0,,,3.0,1.0,1.0,,,,3.0,4.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,3.0,2.0,1.0,1.0,,1.0,2.0,,1.0,1.0,3.0,,,,,,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,59.0,54.0,131.0,4.0,110.0,,5.0,,9.0,,118.0,2.0,9.0,,84.0,39.0,7.0,1.0,5.0,66.0,,18.0,,3.0,4.0,,8.0,214.0,74.0,33.0,4.0,9.0,119.0,2.0,,22.0,,8.0,3.0,1.0,3.0,2.0,16.0,4.0,1.0,,,5.0,2.0,8.0,,3.0,1.0,,,,2.0,4.0,7.0,1.0,4.0,,,,9.0,3.0,2.0,,,,,,,1.0,22.0,,,1.0,2.0,1.0,6.0,2.0,1.0,1.0,5.0,,,,12.0,7.0,,11.0,4.0,1.0,,3.0,,,,,4.0,,5.0,,,3.0,3.0,2.0,1.0,,,2.0,,,,,,,1.0,2.0,,1.0,,1.0,1.0,,3.0,1.0,,,,,,,12.0,2.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14,13.0,40.0,94.0,3.0,94.0,,6.0,,7.0,,106.0,,7.0,1.0,59.0,40.0,6.0,,6.0,28.0,,10.0,,3.0,2.0,,8.0,146.0,103.0,24.0,5.0,9.0,58.0,1.0,1.0,22.0,,6.0,4.0,,5.0,,11.0,,2.0,2.0,,4.0,5.0,12.0,,,2.0,6.0,1.0,,1.0,1.0,6.0,,4.0,3.0,,,,5.0,,,,,,1.0,2.0,,14.0,,,1.0,1.0,,1.0,,1.0,3.0,11.0,,1.0,,5.0,8.0,,1.0,3.0,1.0,1.0,6.0,,,,,2.0,1.0,2.0,,,,4.0,2.0,,,,3.0,,,,,,1.0,,2.0,,2.0,,2.0,1.0,2.0,1.0,3.0,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,9.0,34.0,95.0,6.0,87.0,,7.0,3.0,7.0,2.0,104.0,2.0,6.0,2.0,66.0,50.0,4.0,,2.0,32.0,,9.0,,8.0,2.0,,5.0,124.0,82.0,26.0,3.0,12.0,63.0,,,29.0,,10.0,,,5.0,,17.0,1.0,2.0,,2.0,3.0,4.0,6.0,,4.0,4.0,3.0,1.0,1.0,,,9.0,,2.0,,3.0,,3.0,2.0,,,,,1.0,,,,12.0,,4.0,1.0,2.0,2.0,3.0,1.0,1.0,,5.0,1.0,5.0,,21.0,5.0,,23.0,6.0,1.0,,2.0,,,1.0,,,1.0,4.0,,,,1.0,1.0,3.0,,,,,,,1.0,,1.0,3.0,7.0,,1.0,,1.0,,1.0,4.0,2.0,,,,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,10.0,37.0,83.0,1.0,101.0,,6.0,5.0,8.0,,74.0,,1.0,2.0,46.0,37.0,2.0,,9.0,26.0,,10.0,,8.0,2.0,1.0,7.0,130.0,82.0,33.0,2.0,8.0,42.0,1.0,1.0,13.0,1.0,15.0,2.0,,3.0,,8.0,1.0,1.0,,1.0,3.0,4.0,10.0,,,,5.0,2.0,,1.0,4.0,3.0,,2.0,1.0,,,1.0,,,,,,,,1.0,1.0,12.0,,1.0,,3.0,2.0,2.0,,3.0,1.0,11.0,,,,5.0,5.0,,9.0,4.0,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,4.0,2.0,,1.0,,,1.0,,,,2.0,2.0,2.0,,,1.0,,,,2.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,
2023-03-17,12.0,37.0,89.0,6.0,100.0,,2.0,4.0,8.0,,82.0,,6.0,,43.0,39.0,2.0,,5.0,20.0,,7.0,,7.0,2.0,,6.0,120.0,62.0,21.0,2.0,2.0,59.0,,,17.0,,4.0,3.0,1.0,7.0,,14.0,2.0,2.0,,,4.0,1.0,2.0,,3.0,1.0,1.0,,,,2.0,6.0,1.0,4.0,1.0,1.0,,1.0,3.0,1.0,,,,1.0,,1.0,2.0,13.0,,1.0,,5.0,,5.0,,,1.0,6.0,,,,14.0,8.0,,13.0,3.0,,1.0,,,,,,,1.0,3.0,,,1.0,,2.0,2.0,,,,,,1.0,,,2.0,,3.0,,,,,1.0,1.0,3.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-03-18,3.0,7.0,19.0,1.0,16.0,,3.0,,3.0,,41.0,1.0,1.0,1.0,20.0,17.0,,,3.0,16.0,,5.0,,1.0,1.0,,2.0,17.0,14.0,6.0,,2.0,14.0,,,1.0,,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,1.0,,,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,2.0,,1.0,,1.0,3.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-03-19,2.0,8.0,14.0,1.0,22.0,,,2.0,2.0,,23.0,,2.0,1.0,9.0,13.0,,,2.0,7.0,,1.0,,3.0,,,4.0,15.0,7.0,6.0,,,11.0,1.0,,,,1.0,2.0,,,,7.0,1.0,1.0,,1.0,2.0,4.0,2.0,,,,1.0,,,,,6.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,1.0,,,,2.0,2.0,,,,2.0,2.0,1.0,1.0,,,,2.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,2.0,14.0,32.0,2.0,59.0,,6.0,,2.0,,37.0,,3.0,1.0,25.0,19.0,1.0,,6.0,17.0,,5.0,,4.0,,,11.0,36.0,27.0,7.0,,5.0,31.0,3.0,1.0,5.0,,6.0,2.0,,2.0,,14.0,2.0,1.0,,,4.0,1.0,6.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,,2.0,,1.0,,,,,,1.0,,3.0,,1.0,,3.0,1.0,,,2.0,2.0,4.0,,,,13.0,,,13.0,3.0,2.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21,3.0,14.0,30.0,1.0,40.0,,3.0,1.0,2.0,,32.0,1.0,4.0,,17.0,15.0,2.0,,5.0,15.0,,3.0,,1.0,1.0,,7.0,47.0,26.0,7.0,,6.0,16.0,2.0,1.0,5.0,,2.0,1.0,1.0,2.0,1.0,5.0,,1.0,,,5.0,1.0,2.0,,,,1.0,,,,2.0,7.0,,,,1.0,,1.0,,,,,,,1.0,1.0,,7.0,,,,2.0,,,,,1.0,3.0,,1.0,,1.0,3.0,,3.0,,2.0,,1.0,,,,,1.0,,5.0,,,,3.0,1.0,1.0,,,,,,1.0,,,3.0,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,4.0,12.0,37.0,4.0,38.0,,3.0,1.0,3.0,,43.0,,1.0,1.0,25.0,29.0,3.0,1.0,,21.0,,,,5.0,2.0,,3.0,44.0,27.0,20.0,,1.0,14.0,1.0,2.0,2.0,,3.0,3.0,,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,4.0,,3.0,,,,,1.0,3.0,4.0,1.0,3.0,,3.0,1.0,2.0,,,,,,,1.0,1.0,,4.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,2.0,,3.0,,,,,1.0,,3.0,,,2.0,2.0,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,3.0,9.0,27.0,6.0,26.0,,,1.0,3.0,,36.0,,1.0,,14.0,13.0,1.0,,3.0,14.0,,3.0,,6.0,1.0,,7.0,37.0,32.0,11.0,3.0,4.0,15.0,,4.0,4.0,,5.0,2.0,,2.0,,3.0,2.0,,,,1.0,3.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,4.0,1.0,3.0,,1.0,,1.0,,1.0,,,,,,,1.0,4.0,,,1.0,,,2.0,,,2.0,8.0,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
2023-03-25,1.0,11.0,11.0,1.0,6.0,,3.0,1.0,1.0,,30.0,,,,13.0,11.0,3.0,,7.0,18.0,,1.0,,2.0,1.0,,,15.0,2.0,2.0,,2.0,7.0,,,6.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,,2.0,,,,2.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,1.0,23.0,39.0,1.0,43.0,,4.0,,2.0,,87.0,,2.0,1.0,20.0,30.0,3.0,,,143.0,,8.0,,7.0,2.0,1.0,9.0,49.0,19.0,3.0,2.0,2.0,23.0,2.0,1.0,7.0,,5.0,,1.0,1.0,,5.0,1.0,1.0,,1.0,4.0,2.0,2.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,,2.0,,,,3.0,1.0,,,1.0,2.0,1.0,,1.0,,,5.0,,2.0,5.0,1.0,,1.0,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,3.0,21.0,30.0,3.0,29.0,,25.0,1.0,3.0,2.0,74.0,,4.0,2.0,8.0,22.0,1.0,,3.0,109.0,,6.0,,1.0,2.0,,3.0,40.0,17.0,11.0,1.0,1.0,14.0,1.0,,6.0,,5.0,2.0,,1.0,,4.0,,,,,3.0,1.0,,,1.0,1.0,,,,1.0,4.0,4.0,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,3.0,,2.0,,3.0,,1.0,,,,6.0,,1.0,,,1.0,,4.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,2.0,19.0,35.0,1.0,42.0,,14.0,,3.0,,70.0,2.0,2.0,,19.0,29.0,2.0,,3.0,88.0,,5.0,,6.0,2.0,,6.0,48.0,24.0,7.0,2.0,4.0,14.0,1.0,,6.0,,6.0,1.0,,8.0,1.0,9.0,1.0,,,,4.0,5.0,3.0,,1.0,,3.0,,,,1.0,2.0,,2.0,,2.0,,1.0,1.0,,,,,,,1.0,,7.0,,,,1.0,,1.0,,3.0,1.0,5.0,,,,3.0,1.0,,8.0,1.0,,,,,,,,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30,4.0,21.0,35.0,6.0,47.0,,19.0,,4.0,1.0,71.0,2.0,10.0,,20.0,13.0,2.0,,4.0,105.0,,5.0,,7.0,2.0,,4.0,50.0,36.0,19.0,1.0,2.0,20.0,,,8.0,,1.0,4.0,,4.0,,8.0,2.0,,,,2.0,3.0,6.0,,1.0,1.0,,,,1.0,,3.0,,2.0,,,,2.0,3.0,2.0,,,,,,,,6.0,,,,1.0,,,,,2.0,3.0,,,,3.0,4.0,,1.0,2.0,1.0,,,,,,,,1.0,4.0,,,,,,2.0,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
